#{"t_start": 1702236991.7148774, "env_id": null}
r,l,t
994.123057,240,14744.737577
779.602025,240,14750.189004
775.422626,240,14755.646869
787.71149,240,14761.142357
682.965611,240,14766.591368
1093.575922,240,14772.002308
883.562145,240,14777.515964
1289.026114,240,14783.069272
677.537254,240,14788.694072
789.305628,240,14794.222768
890.651883,240,14799.924359
784.129003,240,14805.403894
1089.237623,240,14810.72609
781.612561,240,14816.13472
791.039114,240,14821.454323
880.204667,240,14826.841171
1187.814666,240,14832.202379
1093.757794,240,14837.53542
682.659403,240,14842.9588
679.037145,240,14848.326848
987.721821,240,14853.637388
886.09768,240,14859.042636
883.531013,240,14864.49235
780.993999,240,14869.868544
1191.283802,240,14875.161191
778.951405,240,14880.446058
884.190986,240,14886.352236
786.981119,240,14893.304986
683.360893,240,14899.765114
879.773724,240,14906.053972
1087.690876,240,14912.719347
988.007355,240,14919.019991
1085.656515,240,14924.981774
679.808956,240,14930.546701
883.662537,240,14936.098844
885.019727,240,14941.30493
788.884519,240,14946.568512
885.467604,240,14951.812333
880.932827,240,14956.977386
679.316366,240,14962.165134
1090.327823,240,14967.367981
988.725752,240,14972.616919
1291.686287,240,14978.156427
788.266596,240,14983.365748
883.885645,240,14988.637557
784.771939,240,14993.877569
888.611042,240,14998.934966
881.355191,240,15003.873163
991.980347,240,15008.871988
786.55328,240,15013.848114
887.271852,240,15018.798153
886.228084,240,15023.771253
985.728512,240,15028.803113
676.396437,240,15033.862163
985.626591,240,15039.184245
990.212844,240,15044.968475
881.230505,240,15050.626366
876.960775,240,15056.559993
1085.85956,240,15062.366517
786.301904,240,15067.909102
991.344168,240,15073.40324
881.744511,240,15079.13862
884.283873,240,15084.697553
982.628387,240,15090.334182
883.408678,240,15095.945499
989.332882,240,15101.474197
784.791131,240,15107.163768
883.926449,240,15112.739857
882.03248,240,15118.437464
880.075843,240,15124.457278
778.655091,240,15130.341235
1084.982347,240,15135.865204
1087.417553,240,15141.382747
677.405437,240,15146.912106
883.789344,240,15152.755562
990.869201,240,15158.296504
889.333672,240,15164.077612
882.831784,240,15170.413502
987.182851,240,15176.216191
676.789624,240,15181.939226
788.239683,240,15188.063345
991.885223,240,15193.869066
988.663301,240,15199.578455
780.503119,240,15205.350523
989.032851,240,15211.129698
682.91368,240,15217.214686
886.645908,240,15223.257208
1091.625024,240,15229.135363
1092.2454,240,15234.871406
780.936895,240,15240.868375
1088.182494,240,15246.72412
988.507162,240,15254.616351
683.656924,240,15260.588978
890.563784,240,15266.302111
778.430221,240,15272.251896
680.026068,240,15279.122237
580.767221,240,15285.441337
984.90642,240,15291.501369
877.985646,240,15297.545988
1086.866422,240,15303.723925
988.970503,240,15310.152423
672.325739,240,15316.543098
887.526247,240,15322.509326
783.660616,240,15328.192882
677.940874,240,15334.003952
883.375901,240,15339.659163
864.46362,240,15345.367303
1093.070971,240,15350.890163
781.500249,240,15356.443486
1084.685755,240,15362.073535
885.503931,240,15367.64731
889.250418,240,15373.129698
1186.120464,240,15378.852114
681.507176,240,15384.391615
1087.866581,240,15389.959244
783.074077,240,15395.490392
782.024789,240,15401.492014
572.088232,240,15407.317504
886.782842,240,15413.078953
1185.30717,240,15418.831569
991.993748,240,15424.591248
1290.807138,240,15430.207123
980.491134,240,15435.893745
1085.281882,240,15441.691546
1289.994305,240,15447.645367
788.006795,240,15453.294452
690.279594,240,15458.854155
884.41594,240,15464.560715
885.989912,240,15470.151599
982.830702,240,15475.658582
885.62631,240,15481.397712
786.809506,240,15486.965027
675.907073,240,15492.474649
1078.414356,240,15497.980995
982.787643,240,15503.619529
682.280157,240,15509.356787
986.085073,240,15514.886216
1090.580943,240,15520.495951
983.429163,240,15526.253469
885.777332,240,15531.968307
888.482188,240,15537.504797
989.53156,240,15543.133585
1084.099485,240,15548.669455
677.667183,240,15554.234143
1187.763894,240,15559.805925
788.252252,240,15565.333853
883.065655,240,15570.881546
786.889428,240,15576.641748
984.782962,240,15582.136084
1195.231929,240,15587.671744
887.077494,240,15593.142288
887.223923,240,15599.817878
883.198496,240,15606.409043
992.186571,240,15612.877657
891.743274,240,15619.514641
885.297604,240,15626.028183
575.029546,240,15631.633227
885.059638,240,15637.329458
781.64198,240,15643.196346
989.951499,240,15648.509918
1088.349282,240,15653.725313
887.515986,240,15658.913592
1188.547614,240,15664.131695
777.288494,240,15669.26942
788.896305,240,15674.462986
1088.001079,240,15679.687423
882.246328,240,15684.929947
780.675644,240,15690.365705
1084.200926,240,15695.590137
982.939263,240,15700.860324
981.654306,240,15706.379476
1084.916717,240,15711.381501
1188.412578,240,15716.367668
785.360883,240,15721.356295
1089.565826,240,15726.340526
884.403567,240,15731.257273
981.061664,240,15736.176961
788.159732,240,15741.159215
780.974922,240,15746.125884
681.597855,240,15751.092862
993.138878,240,15756.092788
1088.565981,240,15761.056749
1088.881044,240,15766.017306
785.211579,240,15770.971967
782.763571,240,15776.04172
885.723825,240,15780.942908
680.467424,240,15785.900733
679.402842,240,15790.871072
878.560298,240,15795.800646
1192.217736,240,15800.733429
787.809088,240,15805.681187
882.118839,240,15810.585774
989.479703,240,15815.514158
1085.16121,240,15820.443247
684.850811,240,15825.438603
986.916258,240,15830.401024
989.81948,240,15835.363725
983.887601,240,15840.623455
886.71518,240,15846.108011
879.200551,240,15851.555003
1085.559699,240,15857.036941
984.707048,240,15862.486998
989.878562,240,15867.935
983.87441,240,15873.389065
683.154226,240,15878.963583
988.041446,240,15884.389896
680.150281,240,15889.817975
681.064136,240,15895.234036
1086.226438,240,15900.655271
986.99639,240,15906.213246
1083.131525,240,15911.684949
876.435169,240,15917.094221
1086.873993,240,15922.535581
988.623394,240,15927.929641
577.948494,240,15933.528521
885.778585,240,15938.951291
987.423251,240,15944.375539
1086.008909,240,15950.023716
887.430935,240,15955.590415
779.502578,240,15961.010462
785.757913,240,15966.610869
986.561377,240,15972.365394
680.324529,240,15977.968028
677.706701,240,15983.559617
1082.186317,240,15989.234827
986.198618,240,15994.94303
782.593543,240,16000.597667
1087.453681,240,16006.28734
1084.311564,240,16012.174931
986.688779,240,16018.132921
783.13115,240,16024.129383
782.708674,240,16030.003233
785.434108,240,16036.300178
887.91742,240,16042.093143
890.917891,240,16047.723248
784.78928,240,16053.565723
884.457297,240,16058.997306
1091.903822,240,16064.499124
987.294937,240,16070.027137
1089.736056,240,16075.581645
783.799091,240,16081.178761
884.35145,240,16086.70639
787.994382,240,16092.248719
1085.371171,240,16097.971304
887.653578,240,16103.765689
890.722909,240,16109.48196
782.661369,240,16115.094822
786.714102,240,16120.498175
981.478273,240,16125.91256
1088.209103,240,16131.359289
1087.247181,240,16136.857172
883.856899,240,16142.366716
1084.85846,240,16148.129608
880.274894,240,16153.571545
886.47657,240,16159.086594
781.583946,240,16164.524706
1089.475404,240,16170.216004
1081.923946,240,16175.716188
886.836536,240,16181.153658
990.836986,240,16186.665362
679.753072,240,16192.219451
787.556579,240,16197.759961
1295.911962,240,16203.227489
881.298355,240,16208.800395
884.174246,240,16214.483483
987.799459,240,16219.980215
789.599374,240,16225.624767
1090.876402,240,16231.40949
886.66115,240,16237.465535
673.245456,240,16243.052271
785.918505,240,16248.680703
881.370971,240,16254.223714
884.594544,240,16259.866956
881.662229,240,16265.416913
784.926839,240,16271.056597
785.833472,240,16276.536228
886.355287,240,16282.057631
890.612977,240,16287.53771
985.899039,240,16293.151968
887.061022,240,16298.816207
985.33771,240,16304.598966
678.50264,240,16310.063571
884.576835,240,16315.785568
886.315506,240,16321.590457
679.912535,240,16327.057843
577.465672,240,16332.680629
992.383257,240,16338.183424
778.418536,240,16343.688779
884.691549,240,16349.200591
679.249605,240,16354.724946
884.600933,240,16360.190959
986.060795,240,16365.882496
993.540743,240,16371.38862
989.438379,240,16376.779029
884.887118,240,16382.443528
990.437092,240,16389.205175
782.906709,240,16395.792904
987.100022,240,16402.190813
882.020575,240,16408.811407
1186.416063,240,16415.170007
889.18481,240,16420.606588
985.725247,240,16426.254233
883.485969,240,16431.854489
988.66993,240,16437.122684
1091.078937,240,16442.415242
786.391769,240,16447.626331
986.755052,240,16452.733993
993.29959,240,16457.868763
782.112072,240,16463.038228
987.652983,240,16468.209113
1090.660019,240,16473.528066
1088.691492,240,16478.726347
1091.372519,240,16484.00736
989.222057,240,16489.279913
887.982887,240,16494.376802
984.498796,240,16499.388431
785.746296,240,16504.351328
782.219858,240,16509.283535
781.252204,240,16514.266688
887.113817,240,16519.182294
785.205148,240,16524.118534
982.384851,240,16529.103986
1188.095244,240,16534.143065
777.108027,240,16539.099139
1192.891817,240,16544.085649
786.084032,240,16548.992428
1197.537114,240,16553.939896
985.857348,240,16558.870169
1186.154838,240,16563.903198
782.23349,240,16568.847017
779.591114,240,16573.808068
1085.985982,240,16578.706638
992.3019,240,16583.610085
1091.142185,240,16588.504586
782.17187,240,16593.581537
1188.576636,240,16598.545904
678.826727,240,16603.47483
990.913739,240,16608.420068
1096.580898,240,16613.391074
1190.596737,240,16618.349006
879.850143,240,16623.517671
880.648704,240,16629.186028
1188.851635,240,16634.673736
784.802846,240,16640.133992
686.448798,240,16645.482631
788.125944,240,16650.928943
990.732537,240,16656.341784
884.782603,240,16661.828237
882.214812,240,16667.314073
989.620797,240,16672.695786
1084.322426,240,16678.148431
980.755824,240,16683.603941
881.189778,240,16689.068774
986.200968,240,16694.542114
786.207717,240,16700.090269
1195.408402,240,16705.525396
785.044756,240,16710.970246
990.889352,240,16716.388788
885.840592,240,16721.799983
777.764271,240,16727.249369
984.033446,240,16732.755771
782.747571,240,16738.286144
681.69238,240,16743.829662
1195.684295,240,16749.289725
881.21377,240,16754.907531
993.808197,240,16760.584793
882.255511,240,16766.269947
980.085942,240,16771.903733
885.567663,240,16777.547626
886.396,240,16783.696364
1093.30953,240,16789.471213
781.962317,240,16795.347722
991.750781,240,16801.011955
1392.949017,240,16806.583694
883.811394,240,16812.234628
1188.5764,240,16817.850954
982.130272,240,16823.741139
1185.278682,240,16830.372255
990.315674,240,16836.900391
1189.912847,240,16842.485862
783.063108,240,16847.929635
883.92384,240,16853.480651
673.33457,240,16859.030049
879.919179,240,16864.530656
883.909714,240,16870.031789
784.470448,240,16875.56943
1193.154488,240,16881.262118
779.314126,240,16886.980277
1392.221469,240,16892.801746
987.482048,240,16898.35629
887.202884,240,16903.790881
1088.921542,240,16909.204782
987.448436,240,16914.621195
678.026169,240,16920.153421
1086.462505,240,16925.651815
986.855378,240,16931.322564
1079.275827,240,16936.858995
881.715369,240,16942.261635
882.364346,240,16947.667745
983.594558,240,16953.105716
887.052493,240,16958.633614
1396.838151,240,16964.179057
785.3823,240,16969.631438
982.439764,240,16975.173303
1092.142129,240,16981.028497
1187.635284,240,16986.506401
1184.207118,240,16992.003344
881.506912,240,16997.580673
1084.050416,240,17003.034022
987.476934,240,17008.674221
987.212014,240,17014.478809
785.344519,240,17020.166693
990.217918,240,17026.006251
887.373311,240,17031.553287
679.569087,240,17037.206707
886.865293,240,17042.821909
781.156533,240,17048.365004
987.172077,240,17054.015536
778.216107,240,17059.587008
882.778115,240,17065.09234
879.553985,240,17070.561945
1192.55637,240,17076.177391
775.870237,240,17081.637056
985.186832,240,17087.148161
1089.623421,240,17092.837206
987.304358,240,17098.464904
984.889493,240,17104.18671
682.258476,240,17109.665009
783.741401,240,17115.105912
571.870296,240,17120.556236
783.938351,240,17126.082204
888.060105,240,17131.610781
989.710155,240,17137.175611
988.348065,240,17142.614947
1392.135037,240,17148.202933
1092.108712,240,17153.604694
1091.221073,240,17159.131862
990.207309,240,17164.740868
682.431159,240,17171.46623
989.071845,240,17178.042831
1088.770951,240,17184.584196
781.071675,240,17191.245089
1090.772868,240,17197.884377
1291.811798,240,17203.235807
884.984093,240,17208.757856
888.312978,240,17214.251223
983.135671,240,17219.450402
1092.055356,240,17224.751331
1184.668848,240,17229.934861
988.009285,240,17235.098395
885.467412,240,17240.492043
1087.508451,240,17245.705813
887.628921,240,17250.887852
889.904515,240,17256.305295
987.365515,240,17261.546247
983.793092,240,17266.827352
677.831875,240,17272.066402
978.224839,240,17278.335709
680.077656,240,17284.115509
785.41334,240,17290.031628
986.593703,240,17295.789484
682.794435,240,17300.940614
988.395993,240,17306.126855
880.014087,240,17311.76076
780.320919,240,17317.854569
882.274699,240,17323.492597
1187.327941,240,17329.077223
783.198697,240,17334.717825
989.252781,240,17340.399222
1094.303565,240,17346.710037
778.940119,240,17353.150666
985.636679,240,17360.520779
885.530729,240,17366.26544
779.689414,240,17372.652738
1091.782261,240,17379.349088
881.829599,240,17385.74611
886.320722,240,17391.718699
784.308508,240,17399.162713
1390.895895,240,17404.666734
985.655506,240,17409.792528
784.667118,240,17415.241184
887.707542,240,17421.159883
784.486477,240,17427.81774
1183.940467,240,17436.043115
676.057844,240,17443.022944
1090.180135,240,17449.790782
677.014041,240,17456.534905
885.331103,240,17462.729098
889.067496,240,17468.967571
781.949552,240,17474.54725
978.95515,240,17480.009346
1183.432588,240,17486.626125
887.665652,240,17495.627194
779.345981,240,17503.760752
1593.417015,240,17511.634516
989.205307,240,17520.223988
884.469833,240,17530.144409
1088.993043,240,17538.195651
782.002518,240,17548.060738
984.904178,240,17556.643661
988.800038,240,17565.352377
986.390192,240,17573.753158
983.646171,240,17582.883028
1083.83602,240,17593.592988
682.851253,240,17604.829353
888.80082,240,17614.553392
987.8591,240,17626.693979
1084.209604,240,17636.684515
874.552684,240,17648.619522
780.355126,240,17658.483512
980.684193,240,17667.780246
682.196556,240,17676.682384
884.844735,240,17684.753929
1080.892166,240,17692.748858
782.764079,240,17700.142128
888.766214,240,17706.92953
781.730676,240,17714.012711
780.82635,240,17721.853898
685.015567,240,17728.786486
782.815524,240,17736.958518
984.468162,240,17743.920416
681.672507,240,17752.160574
886.21423,240,17759.184156
781.150841,240,17768.652276
781.674192,240,17776.323185
783.697388,240,17783.462463
988.94815,240,17790.832412
1190.465787,240,17797.35026
1086.252175,240,17804.851919
886.847614,240,17811.246483
682.23206,240,17817.813127
1183.675471,240,17824.899107
989.008729,240,17831.728022
888.447343,240,17838.55362
1088.73656,240,17844.879098
875.879526,240,17851.177671
682.986333,240,17857.634577
1190.615179,240,17864.229009
882.949634,240,17871.563098
1090.802699,240,17877.664816
682.38318,240,17884.342876
1087.677122,240,17891.145072
786.588286,240,17897.029931
781.724021,240,17902.906141
672.466022,240,17909.017992
783.603569,240,17914.583808
881.315405,240,17920.112506
988.563519,240,17925.885831
886.816507,240,17931.392131
888.14405,240,17936.798769
992.451943,240,17942.459893
781.198059,240,17948.250955
989.541605,240,17954.010087
1289.395886,240,17959.560502
1391.979644,240,17965.827567
1083.34863,240,17971.969207
1084.625816,240,17978.019267
888.508861,240,17984.266014
1088.159479,240,17990.166615
885.371238,240,17996.109627
780.299149,240,18001.985245
776.630553,240,18007.378821
1291.710627,240,18012.837044
779.402154,240,18018.787027
877.798413,240,18024.636221
1091.094544,240,18030.219857
990.987773,240,18035.833797
781.930001,240,18041.912159
679.872787,240,18049.350025
784.181889,240,18056.354815
783.319495,240,18062.792098
1087.158464,240,18069.22157
888.866303,240,18075.779704
1085.518826,240,18082.306663
888.404796,240,18088.231634
886.403625,240,18094.067001
881.285737,240,18099.607418
887.666551,240,18105.081465
784.595842,240,18111.06456
1297.387119,240,18116.976202
678.87693,240,18122.381624
782.905267,240,18127.763171
987.743646,240,18133.023619
1187.297867,240,18138.513506
1088.066406,240,18144.635478
982.7207,240,18150.636841
683.6099,240,18157.243354
888.482357,240,18163.556977
889.053574,240,18169.305446
1296.072623,240,18175.459359
888.163502,240,18180.765522
1180.650743,240,18186.161586
890.075128,240,18191.384115
883.493335,240,18196.534836
684.096303,240,18201.568494
782.337498,240,18206.819525
776.228784,240,18211.933219
1086.72826,240,18217.311515
1293.818239,240,18222.510221
474.327671,240,18227.845506
985.847547,240,18233.017615
787.242656,240,18238.17626
786.329925,240,18243.283682
1292.431949,240,18248.603319
987.464931,240,18253.564067
681.656491,240,18258.702942
1192.939252,240,18263.839723
1288.181001,240,18268.977602
1187.359843,240,18274.06535
1091.874869,240,18279.45985
784.627623,240,18285.305581
985.12576,240,18290.952461
889.514696,240,18296.347278
682.855353,240,18302.01164
895.054784,240,18307.490199
983.156781,240,18313.029324
678.02396,240,18318.467991
779.633306,240,18324.584555
674.786039,240,18330.594912
982.337156,240,18336.420339
983.643235,240,18342.075154
882.793026,240,18349.134307
1090.04693,240,18357.775208
782.935906,240,18365.835984
782.249805,240,18375.028821
885.161123,240,18386.405467
881.898423,240,18397.488148
983.191491,240,18406.61724
992.571389,240,18412.891287
882.631327,240,18418.233698
884.416904,240,18423.569684
786.516524,240,18428.987074
987.135166,240,18434.37503
781.217898,240,18439.942869
985.725245,240,18445.602347
988.494326,240,18451.190951
781.447091,240,18456.886953
1089.688273,240,18464.152887
988.911522,240,18470.204139
1286.598883,240,18475.858704
884.738489,240,18481.530985
1090.344371,240,18487.051383
990.993198,240,18492.552131
884.082193,240,18497.981072
1287.343229,240,18503.501402
888.938185,240,18508.946487
886.35642,240,18514.197211
1288.553352,240,18519.710659
1086.620514,240,18525.308728
789.046227,240,18530.764762
885.845521,240,18536.637122
885.606752,240,18542.241513
676.840035,240,18547.861392
577.449079,240,18553.436424
1291.02081,240,18559.369423
1091.546019,240,18565.270617
1192.063069,240,18570.758184
781.719226,240,18576.136508
884.595929,240,18581.650496
1185.455278,240,18587.16073
1190.665509,240,18592.941688
1091.817224,240,18598.507908
984.846559,240,18604.419365
1084.716356,240,18610.079291
778.932694,240,18615.758026
685.394309,240,18621.319166
983.257454,240,18626.901195
786.857256,240,18632.498453
886.885798,240,18638.511585
882.191211,240,18644.468606
885.749559,240,18650.577107
888.819863,240,18656.50661
986.323093,240,18662.220901
782.852836,240,18667.751754
1084.526741,240,18673.373794
1086.285254,240,18679.002814
778.55364,240,18684.782538
777.929262,240,18690.509281
777.516138,240,18696.20916
986.457956,240,18701.686434
781.540393,240,18707.210526
683.347506,240,18712.73159
988.541426,240,18718.443429
991.322489,240,18724.021801
987.571495,240,18729.599639
983.235799,240,18734.936982
885.609062,240,18740.371855
879.79279,240,18745.878408
679.62997,240,18751.615523
892.471145,240,18757.220557
886.893006,240,18762.699423
887.447632,240,18768.375442
785.667221,240,18774.027858
889.586445,240,18779.782678
1186.249643,240,18785.189087
885.78752,240,18790.604367
990.970296,240,18795.982283
1089.230409,240,18801.568422
1085.216694,240,18807.228639
785.078926,240,18812.730369
880.356307,240,18818.078235
986.185297,240,18823.507962
990.284863,240,18828.948932
887.938245,240,18834.302664
888.67713,240,18839.743438
681.399792,240,18845.777725
983.905968,240,18853.324415
780.908409,240,18859.979487
985.928952,240,18866.080374
984.064213,240,18871.82005
884.223941,240,18877.587916
885.281991,240,18883.176411
780.986148,240,18888.976478
1191.235599,240,18894.938605
1486.963383,240,18900.658741
786.222706,240,18906.572114
783.779058,240,18912.083902
1189.347225,240,18917.544405
784.895998,240,18923.030239
980.187383,240,18928.518641
782.004939,240,18934.285533
1192.734728,240,18940.086787
781.275242,240,18945.915423
783.760081,240,18951.747178
1090.411465,240,18957.606049
783.603997,240,18963.37613
888.143771,240,18969.052939
1186.837055,240,18974.509001
1190.553217,240,18980.143184
883.368634,240,18985.809041
983.874345,240,18991.545107
985.510645,240,18997.281038
883.97943,240,19002.901738
884.61752,240,19008.748668
985.687342,240,19014.515701
1291.736492,240,19020.232053
780.365451,240,19026.005765
885.302075,240,19031.475293
987.842132,240,19036.928799
887.559571,240,19042.517273
1190.841654,240,19048.099531
1088.273937,240,19053.754367
678.701866,240,19059.691016
886.51309,240,19065.979796
784.542962,240,19071.39713
1187.316952,240,19078.078098
781.772866,240,19087.106417
886.475608,240,19098.10891
1392.600747,240,19103.424673
879.908706,240,19108.769937
888.026248,240,19114.513873
890.345975,240,19120.301042
1187.125481,240,19125.909645
1188.934188,240,19131.116282
782.484369,240,19136.266029
988.671433,240,19141.623427
885.515272,240,19146.958203
1286.823561,240,19152.316312
1094.70657,240,19157.611375
780.011667,240,19162.755155
1083.251595,240,19167.989214
987.540667,240,19173.206203
786.738645,240,19178.313542
1088.699985,240,19183.526201
783.708907,240,19188.708148
1091.774349,240,19193.845887
992.535603,240,19199.040973
986.783,240,19204.39459
986.074245,240,19209.59371
989.010086,240,19214.811186
785.458364,240,19220.030546
787.302984,240,19225.252942
989.438058,240,19230.518757
576.016811,240,19236.055571
1193.202245,240,19241.44468
992.017956,240,19246.703956
984.358479,240,19252.015413
1092.80091,240,19257.178655
784.614673,240,19262.353133
990.034945,240,19267.748172
986.267625,240,19273.095124
888.966897,240,19278.198133
885.248651,240,19283.224243
995.07415,240,19288.553032
989.201314,240,19293.657871
681.430613,240,19298.83647
888.349673,240,19304.009295
888.222906,240,19309.462552
983.293354,240,19314.762914
1497.9962,240,19319.858672
885.383175,240,19325.033648
885.803291,240,19330.198095
784.061552,240,19335.395608
1087.342906,240,19340.602662
887.211792,240,19346.19707
1084.7011,240,19351.672781
988.587804,240,19357.568074
880.457297,240,19363.252969
777.684384,240,19368.667404
983.403251,240,19373.928025
555.430485,240,19378.940195
785.179827,240,19384.11979
1086.808846,240,19390.072942
780.979031,240,19396.495205
889.005529,240,19402.746301
885.411166,240,19408.672516
776.873211,240,19414.679436
1086.42172,240,19420.920148
1090.510665,240,19427.016278
1394.901627,240,19434.772683
986.619567,240,19440.37711
1194.636935,240,19445.65237
679.049025,240,19450.929972
886.618891,240,19455.886842
989.203753,240,19460.789464
985.535438,240,19465.868481
784.398459,240,19471.159267
1192.125242,240,19476.321625
883.610388,240,19481.52789
889.798899,240,19486.659273
880.342276,240,19491.747968
991.63868,240,19496.922621
1194.8553,240,19501.634253
1091.4764,240,19506.517129
778.129013,240,19511.381327
1090.150905,240,19516.507116
779.985862,240,19521.223576
787.253398,240,19525.984292
882.968244,240,19530.757347
783.178762,240,19535.725953
784.368342,240,19540.362352
785.467797,240,19545.010284
885.529078,240,19549.61431
985.964643,240,19554.186528
986.884721,240,19558.771508
677.470433,240,19563.489272
782.552827,240,19568.326571
781.326207,240,19573.011647
986.931263,240,19577.772998
886.311818,240,19582.507193
1087.837218,240,19587.247995
989.132216,240,19592.013444
780.79933,240,19596.780872
983.551234,240,19601.599675
679.268544,240,19606.361277
991.961525,240,19611.223322
883.889917,240,19616.134801
988.292819,240,19621.149884
772.309733,240,19625.81954
575.094628,240,19631.210474
883.569343,240,19636.260804
984.627326,240,19641.22552
1089.88209,240,19645.930821
1190.5713,240,19650.689792
786.160574,240,19655.396999
778.550537,240,19660.113223
1182.560978,240,19664.880448
679.662015,240,19669.735226
1188.121766,240,19675.560311
1088.146772,240,19680.844383
882.902229,240,19686.027244
1189.010873,240,19690.896125
1084.727953,240,19695.491743
888.581194,240,19700.242015
785.115407,240,19706.337771
1090.73446,240,19711.590282
987.718144,240,19716.356724
992.571752,240,19721.025168
1393.89748,240,19726.057921
784.101004,240,19731.387882
882.264434,240,19736.487352
888.342701,240,19742.110686
1086.914281,240,19748.105965
885.888348,240,19753.188622
881.790866,240,19758.064177
1088.123844,240,19763.439009
989.106133,240,19768.413872
884.342351,240,19773.388889
888.74765,240,19778.384285
1191.721821,240,19783.401504
783.732626,240,19788.551253
784.535264,240,19793.612705
989.110469,240,19798.617832
683.149236,240,19803.483412
584.309774,240,19808.171104
783.418224,240,19813.546946
990.217859,240,19818.376286
1497.519604,240,19823.421768
988.641999,240,19828.266116
784.339598,240,19833.056208
1083.083716,240,19837.714563
887.132866,240,19842.412153
986.776349,240,19847.665442
1193.75761,240,19852.747103
681.095662,240,19857.733114
770.553342,240,19862.663214
976.851242,240,19867.370543
886.246783,240,19872.002498
883.929163,240,19876.652931
781.129288,240,19881.274537
886.685492,240,19885.898929
885.048569,240,19890.58215
886.210967,240,19895.345844
978.931718,240,19900.055615
889.174532,240,19905.181875
985.228368,240,19909.891729
991.105562,240,19914.679412
985.338676,240,19919.666811
991.685669,240,19924.852571
1085.665172,240,19929.784927
885.470194,240,19934.543065
1190.193521,240,19939.470346
983.389021,240,19944.184899
885.175676,240,19949.05264
1090.802184,240,19953.970948
988.190329,240,19958.806227
992.52444,240,19963.683451
884.135863,240,19968.379584
1083.623905,240,19973.171808
986.092548,240,19977.992087
987.891162,240,19982.763714
886.621945,240,19987.531819
365.544983,240,19992.396545
785.05428,240,19997.419761
1083.951793,240,20002.081864
788.692913,240,20006.799779
1089.692611,240,20012.05957
1192.102207,240,20016.782621
989.088358,240,20021.496698
780.154818,240,20026.452048
887.871419,240,20031.088442
989.998675,240,20035.855501
983.456518,240,20040.877511
983.92666,240,20045.878717
988.436433,240,20051.310072
786.513459,240,20056.36919
981.636272,240,20061.308136
1090.857225,240,20066.194885
781.51408,240,20070.949091
983.863535,240,20076.141079
889.19246,240,20080.826642
985.79955,240,20085.644056
888.275377,240,20090.283771
1090.416074,240,20094.859147
988.267628,240,20099.65826
992.934841,240,20104.444351
979.068386,240,20109.172267
681.6076,240,20114.105433
983.928686,240,20119.057132
1187.311593,240,20124.029195
1192.003205,240,20128.869702
989.685758,240,20133.809544
886.899397,240,20139.034121
886.990956,240,20144.356551
778.891962,240,20149.17944
1187.379939,240,20153.788957
684.363603,240,20158.498668
1088.358532,240,20163.202019
989.963931,240,20168.160981
776.415688,240,20172.998
889.480834,240,20177.698108
986.35021,240,20182.505499
1187.287913,240,20187.535075
782.771336,240,20192.513541
679.126519,240,20197.379057
986.545158,240,20202.178751
782.90372,240,20207.202548
782.899134,240,20212.354148
982.032613,240,20217.239989
1193.763957,240,20222.114114
886.459789,240,20226.871766
1284.593721,240,20231.838063
884.106153,240,20236.576425
1091.782397,240,20241.295505
879.675785,240,20246.073153
992.85313,240,20250.819249
991.269145,240,20255.958181
787.603301,240,20261.47981
1087.993149,240,20266.834481
679.175542,240,20272.117806
1194.907317,240,20276.726084
1090.183175,240,20281.294226
991.047873,240,20286.418048
780.741209,240,20291.041383
995.123403,240,20296.02395
1091.455277,240,20300.85428
782.297655,240,20305.753729
1177.948956,240,20310.61315
777.528331,240,20315.340048
680.012449,240,20320.273294
1391.848888,240,20325.065946
886.237406,240,20329.952932
786.49912,240,20334.836374
778.687487,240,20339.59699
982.861589,240,20344.21231
886.891354,240,20348.816589
886.926561,240,20353.625416
1087.44008,240,20358.373546
887.987199,240,20363.126858
986.943027,240,20367.787851
1192.419798,240,20372.586904
885.055866,240,20377.178746
884.339806,240,20382.150242
680.061053,240,20387.033495
991.156282,240,20392.082954
1090.651619,240,20396.922067
989.049331,240,20401.911241
987.862167,240,20407.116343
989.197915,240,20412.127456
1092.145962,240,20417.079431
1389.797592,240,20421.935341
1092.157141,240,20426.81608
989.754524,240,20431.599516
984.245988,240,20436.833792
1089.196488,240,20442.124747
987.257499,240,20447.05451
1084.163878,240,20451.698046
989.387082,240,20456.670945
681.078985,240,20461.649703
682.313869,240,20466.291876
988.967478,240,20470.94104
885.301871,240,20475.592035
983.590647,240,20480.43503
886.313779,240,20485.371468
991.8109,240,20490.266341
883.826617,240,20495.074442
778.109157,240,20499.901369
1395.72801,240,20504.681929
1083.744633,240,20509.675357
885.197483,240,20514.536582
881.69962,240,20519.476678
978.443037,240,20524.482358
1193.429469,240,20529.405865
990.302766,240,20534.160693
879.838684,240,20538.885814
986.613363,240,20543.668749
1086.834326,240,20548.500257
782.599026,240,20553.291604
785.961271,240,20558.126065
988.515728,240,20563.1111
783.583035,240,20567.912481
888.522535,240,20572.832076
990.810607,240,20577.722145
787.394007,240,20582.595556
1092.256071,240,20587.629229
883.706607,240,20592.55537
889.581074,240,20597.305792
781.476001,240,20602.187746
886.509162,240,20607.365504
1090.534979,240,20612.921662
985.805959,240,20617.92575
887.902717,240,20623.111844
782.537957,240,20628.075932
883.885743,240,20632.872732
1091.156082,240,20637.660391
